rosbagTimestamp,left_hip_x,left_hip_y,left_hip_z
1525775020,2.75756066741,0.257197507017,-0.640512936711
1525775020,2.75337983706,0.250379254356,-0.62613645651
1525775020,2.76044385159,0.24151477835,-0.621474251012
1525775020,2.76905885773,0.233108895688,-0.625550088321
1525775020,2.76877762298,0.229072182008,-0.625434120491
1525775020,2.77798541951,0.219428539073,-0.626132884781
1525775020,2.78960316322,0.198146721395,-0.628922234096
1525775020,2.8013727729,0.170556539408,-0.635159154769
1525775020,2.80004367863,0.170080185649,-0.633649811508
1525775020,2.79311940355,0.163654195859,-0.628825079043
1525775021,2.79000695088,0.139820734109,-0.62648143968
1525775021,2.79683492846,0.113335140598,-0.626635395424
1525775021,2.80458613682,0.109553087465,-0.633777696845
1525775021,2.81292972595,0.0708734687598,-0.649785967239
1525775021,2.79939458426,0.0657559797724,-0.650941313029
1525775021,2.7776814776,0.0466772943637,-0.662367136593
1525775021,2.72280013529,0.0302575943296,-0.677332083928
1525775021,2.66093908756,0.00974686905425,-0.687971749277
1525775021,2.56428435998,-0.0157823670516,-0.697827839557
1525775021,2.53024996765,-0.0274620307937,-0.700930253604
1525775022,2.39811539625,-0.0754642365799,-0.696056172055
1525775022,2.37813497666,-0.0874091723379,-0.694618110381
1525775022,2.31961874659,-0.125630967786,-0.698170568778
1525775022,2.28193399581,-0.143346003365,-0.698549031428
1525775022,2.26093279389,-0.151630809511,-0.701720585146
1525775022,2.24325019597,-0.153301208325,-0.698145080741
1525775022,2.23092161157,-0.158311690622,-0.695294571588
1525775022,2.23233880612,-0.148220422599,-0.696576681286
1525775022,2.2368395465,-0.152485771668,-0.698674109928
1525775022,2.22056290092,-0.146899344639,-0.702413246918
1525775023,2.21413662979,-0.151826492267,-0.707774490403
1525775023,2.21365373436,-0.155797639671,-0.707737867535
1525775023,2.2147003344,-0.156494687828,-0.716825700969
1525775023,2.21746744663,-0.154612582327,-0.708849636915
1525775023,2.22471307725,-0.15202324602,-0.699413079057
1525775023,2.2133458485,-0.145520464898,-0.704139904978
1525775023,2.21031287339,-0.140334196742,-0.703343446084
1525775023,2.20056723227,-0.129292087765,-0.702007289681
1525775023,2.20218855855,-0.133689893699,-0.709563936261
1525775023,2.20821570077,-0.144797079812,-0.709071404689
1525775024,2.21413734338,-0.144394256547,-0.705471145679
1525775024,2.22047303693,-0.147795783567,-0.708820045904
1525775024,2.21995620937,-0.151984979191,-0.708069799865
1525775024,2.22172673324,-0.157639574739,-0.709353986056
1525775024,2.21511954599,-0.153382808847,-0.707686481318
1525775024,2.2167586795,-0.150874959809,-0.712432397983
1525775024,2.21468421114,-0.147643140646,-0.710688799055
1525775024,2.21385878093,-0.148450852419,-0.708982619265
1525775024,2.2160137998,-0.150323570943,-0.713691611556
1525775024,2.21859022006,-0.149862547686,-0.712075349047
1525775025,2.21517372258,-0.146537670098,-0.707000812571
1525775025,2.21705360341,-0.14888371727,-0.709887416156
1525775025,2.21705360341,-0.14888371727,-0.709887416156
1525775025,2.21972647212,-0.146538675714,-0.702875585154
1525775025,2.21496373994,-0.140539227266,-0.706912799105
1525775025,2.20842859536,-0.139833532277,-0.70302984053
1525775025,2.20393539298,-0.139391211745,-0.713018715627
1525775025,2.19546541443,-0.137566566343,-0.713330513128
1525775025,2.19764924343,-0.13172245737,-0.709904984041
1525775025,2.20021956495,-0.1393158012,-0.715043726392
1525775026,2.20138681274,-0.140068665565,-0.712676360074
1525775026,2.20453891429,-0.134064015314,-0.706142741281
1525775026,2.20233603914,-0.133896603972,-0.704420931432
1525775026,2.19864924083,-0.131804500205,-0.710695820233
1525775026,2.18472514125,-0.11889112972,-0.705217619673
1525775026,2.19105624257,-0.125504479268,-0.699135794784
1525775026,2.1917764416,-0.123020406798,-0.700957208562
1525775026,2.1929497867,-0.121387528953,-0.697894529767
1525775026,2.17982624512,-0.114494953257,-0.692749523065
1525775026,2.18222052238,-0.115575793156,-0.696511189575
1525775027,2.19813995725,-0.12190197522,-0.702492327152
1525775027,2.20559697696,-0.119777146193,-0.703507125051
1525775027,2.17629694977,-0.114525499058,-0.69236431723
1525775027,2.18925934229,-0.114791702055,-0.695307480078
1525775027,2.22002919819,-0.140687615642,-0.699283911461
1525775027,2.21456995806,-0.14409760884,-0.705856279104
1525775027,2.22320791911,-0.14550861837,-0.701387866008
1525775027,2.22421739554,-0.139919228676,-0.708065054775
1525775027,2.23197397056,-0.13955799413,-0.712270649673
1525775028,2.23146690564,-0.147091763693,-0.715677264021
1525775028,2.23304380584,-0.148917090542,-0.718616845009
1525775028,2.23243200123,-0.148777764786,-0.715267538562
1525775028,2.23503721913,-0.148815856413,-0.717132721472
1525775028,2.23437977898,-0.156218523013,-0.716217313783
1525775028,2.23035269434,-0.153163499353,-0.7090858903
1525775028,2.23127871479,-0.155241117411,-0.712509660791
1525775028,2.23400184116,-0.155385333483,-0.717598415911
1525775028,2.23540050933,-0.158982969336,-0.724862520169
1525775028,2.2353443673,-0.157557005187,-0.720629792912
1525775029,2.23562267264,-0.152451169204,-0.719598543935
1525775029,2.22728602442,-0.154278790769,-0.71551941175
1525775029,2.2240524103,-0.153487649692,-0.706979116669
1525775029,2.22774892263,-0.148515712286,-0.707688908079
1525775029,2.22754285983,-0.148139217682,-0.709522891697
1525775029,2.23274087034,-0.149837929057,-0.707828269677
1525775029,2.22650306684,-0.147491531682,-0.708348632507
1525775029,2.2223807558,-0.147351181223,-0.707280196955
1525775029,2.21973232886,-0.148290384677,-0.705343114472
1525775029,2.22938073834,-0.139412495843,-0.704092722667
1525775030,2.23966995323,-0.11165953599,-0.701318773645
1525775030,2.27392480302,-0.100897111581,-0.699546377498
1525775030,2.32629147995,-0.0949769668347,-0.699696228055
1525775030,2.37690981949,-0.0737114763376,-0.697121340744
1525775030,2.45825349124,-0.0534664494571,-0.698180172251
1525775030,2.52869845684,-0.0186775649809,-0.691366832378
1525775030,2.59415300858,0.00583427784903,-0.677228767142
1525775030,2.629314869,0.0184451858144,-0.665930556455
1525775030,2.66952947537,0.0268911324049,-0.655642740304
1525775030,2.67562949839,0.0552184920767,-0.647634767106
1525775031,2.69932057973,0.0788152893042,-0.64602822571
1525775031,2.70687197866,0.106193689235,-0.649885675324
1525775031,2.72126539408,0.145618974038,-0.648375474288
1525775031,2.73241756909,0.187388393665,-0.652545131952
1525775031,2.73613812237,0.235132441145,-0.645593180287
1525775031,2.75244253298,0.245132882504,-0.644510293399
1525775031,2.75910778917,0.250502474858,-0.646492556652
1525775031,2.75910778917,0.250502474858,-0.646492556652
